"GFF Download Link","Organellar genome(s)","VEuPathDB Project","Chromosomes","Supercontigs","Contigs","Available for community annotation","BUSCO Genomic","BUSCO Lineage Dataset","BUSCO Protein","Genome Source","Genome Version/Assembly ID","Mega base Pairs","Structural Annotation Source","Structural Annotation Version","Is Reference Strain","Organism","Species","Species NCBI taxon ID","Strain","Strain NCBI taxon ID","CDS Fasta Download Link","Genome Fasta Download Link","Protein Fasta Download Link","Transcript Fasta Download Link","ChIP chip","EC#","ESTs","Genes","GO terms","Microarray","Non Protein coding genes","Orthologs","Popset Sequences","Protein coding genes","Proteomics","Pseudogenes","RNA Seq","RT-PCR","SNPs","TFBS","User comments"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziCLBrenerNon-Esmeraldo-like/gff/data/TriTrypDB-68_TcruziCLBrenerNon-Esmeraldo-like.gff","no","TriTrypDB","41","0","0","N/A","C:  77.7%[S:  76.9%,D:   0.8%],F:   3.8%,M:  18.5%,n:130","euglenozoa_odb10","C:  76.9%[S:  76.2%,D:   0.8%],F:   2.3%,M:  20.8%,n:130","GenBank","GCA_000209065.1","   32.53","GeneDB","Dec 07, 2015","no","Trypanosoma cruzi CL Brener Non-Esmeraldo-like","Trypanosoma cruzi","5693","CL Brener Non-Esmeraldo-like","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziCLBrenerNon-Esmeraldo-like/fasta/data/TriTrypDB-68_TcruziCLBrenerNon-Esmeraldo-like_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziCLBrenerNon-Esmeraldo-like/fasta/data/TriTrypDB-68_TcruziCLBrenerNon-Esmeraldo-like_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziCLBrenerNon-Esmeraldo-like/fasta/data/TriTrypDB-68_TcruziCLBrenerNon-Esmeraldo-like_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziCLBrenerNon-Esmeraldo-like/fasta/data/TriTrypDB-68_TcruziCLBrenerNon-Esmeraldo-like_AnnotatedTranscripts.fasta","N/A","591","1734","11106","6697","N/A","1721","9385","34568","9385","3697","1446","11106","N/A","10638","N/A","998"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziDm28c2017/gff/data/TriTrypDB-68_TcruziDm28c2017.gff","yes","TriTrypDB","0","1029","0","N/A","C:  99.2%[S:  97.7%,D:   1.5%],F:   0.8%,M:   0.0%,n:130","euglenozoa_odb10","C: 100.0%[S:  98.5%,D:   1.5%],F:   0.0%,M:   0.0%,n:130","GenBank","GCA_002219105.2","   50.99","GenBank","Sep 15, 2017","no","Trypanosoma cruzi Dm28c 2017","Trypanosoma cruzi","5693","Dm28c 2017","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziDm28c2017/fasta/data/TriTrypDB-68_TcruziDm28c2017_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziDm28c2017/fasta/data/TriTrypDB-68_TcruziDm28c2017_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziDm28c2017/fasta/data/TriTrypDB-68_TcruziDm28c2017_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziDm28c2017/fasta/data/TriTrypDB-68_TcruziDm28c2017_AnnotatedTranscripts.fasta","N/A","60","1926","22870","6413","N/A","9227","13643","45909","13643","N/A","6614","N/A","N/A","N/A","N/A","6"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziDm28c2018/gff/data/TriTrypDB-68_TcruziDm28c2018.gff","no","TriTrypDB","0","0","636","N/A","C:  93.8%[S:  86.2%,D:   7.7%],F:   6.2%,M:   0.0%,n:130","euglenozoa_odb10","C:  89.2%[S:  82.3%,D:   6.9%],F:  10.8%,M:   0.0%,n:130","GenBank","GCA_003177105.1","   53.27","GenBank","May 30, 2018","no","Trypanosoma cruzi Dm28c 2018","Trypanosoma cruzi","5693","Dm28c 2018","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziDm28c2018/fasta/data/TriTrypDB-68_TcruziDm28c2018_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziDm28c2018/fasta/data/TriTrypDB-68_TcruziDm28c2018_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziDm28c2018/fasta/data/TriTrypDB-68_TcruziDm28c2018_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziDm28c2018/fasta/data/TriTrypDB-68_TcruziDm28c2018_AnnotatedTranscripts.fasta","N/A","2145","1765","19112","8567","N/A","3793","15319","43386","15319","N/A","1878","19112","N/A","N/A","N/A","28"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziG/gff/data/TriTrypDB-68_TcruziG.gff","no","TriTrypDB","0","1450","0","N/A","C:  97.7%[S:  97.7%,D:   0.0%],F:   2.3%,M:   0.0%,n:130","euglenozoa_odb10","C:  97.7%[S:  97.7%,D:   0.0%],F:   2.3%,M:   0.0%,n:130","INSDC","GCA_003719455.1","   25.17","GenBank","Nov 08, 2018","no","Trypanosoma cruzi strain G","Trypanosoma cruzi","5693","strain G","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziG/fasta/data/TriTrypDB-68_TcruziG_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziG/fasta/data/TriTrypDB-68_TcruziG_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziG/fasta/data/TriTrypDB-68_TcruziG_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziG/fasta/data/TriTrypDB-68_TcruziG_AnnotatedTranscripts.fasta","N/A","57","1903","13503","4546","N/A","795","12708","46126","12708","N/A","740","N/A","N/A","N/A","N/A","1"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziS11/gff/data/TriTrypDB-68_TcruziS11.gff","no","TriTrypDB","0","7855","0","N/A","C:  90.0%[S:  90.0%,D:   0.0%],F:   9.2%,M:   0.8%,n:130","euglenozoa_odb10","N/A","INSDC","GCA_003594385.1","   28.48","N/A","N/A","no","Trypanosoma cruzi strain S11","Trypanosoma cruzi","5693","strain S11","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS11/fasta/data/TriTrypDB-68_TcruziS11_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS11/fasta/data/TriTrypDB-68_TcruziS11_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS11/fasta/data/TriTrypDB-68_TcruziS11_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS11/fasta/data/TriTrypDB-68_TcruziS11_AnnotatedTranscripts.fasta","N/A","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","0","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziS15/gff/data/TriTrypDB-68_TcruziS15.gff","no","TriTrypDB","0","9197","0","N/A","C:  96.9%[S:  96.9%,D:   0.0%],F:   2.3%,M:   0.8%,n:130","euglenozoa_odb10","N/A","INSDC","GCA_003594585.1","   27.51","N/A","N/A","no","Trypanosoma cruzi strain S15","Trypanosoma cruzi","5693","strain S15","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS15/fasta/data/TriTrypDB-68_TcruziS15_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS15/fasta/data/TriTrypDB-68_TcruziS15_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS15/fasta/data/TriTrypDB-68_TcruziS15_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS15/fasta/data/TriTrypDB-68_TcruziS15_AnnotatedTranscripts.fasta","N/A","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","0","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziS154a/gff/data/TriTrypDB-68_TcruziS154a.gff","no","TriTrypDB","0","6946","0","N/A","C:  95.4%[S:  95.4%,D:   0.0%],F:   2.3%,M:   2.3%,n:130","euglenozoa_odb10","N/A","INSDC","GCA_003594715.1","   19.27","N/A","N/A","no","Trypanosoma cruzi strain S154a","Trypanosoma cruzi","5693","strain S154a","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS154a/fasta/data/TriTrypDB-68_TcruziS154a_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS154a/fasta/data/TriTrypDB-68_TcruziS154a_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS154a/fasta/data/TriTrypDB-68_TcruziS154a_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS154a/fasta/data/TriTrypDB-68_TcruziS154a_AnnotatedTranscripts.fasta","N/A","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","0","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziS162a/gff/data/TriTrypDB-68_TcruziS162a.gff","no","TriTrypDB","0","8588","0","N/A","C:  92.3%[S:  91.5%,D:   0.8%],F:   7.7%,M:   0.0%,n:130","euglenozoa_odb10","N/A","INSDC","GCA_003594605.1","   27.30","N/A","N/A","no","Trypanosoma cruzi strain S162a","Trypanosoma cruzi","5693","strain S162a","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS162a/fasta/data/TriTrypDB-68_TcruziS162a_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS162a/fasta/data/TriTrypDB-68_TcruziS162a_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS162a/fasta/data/TriTrypDB-68_TcruziS162a_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS162a/fasta/data/TriTrypDB-68_TcruziS162a_AnnotatedTranscripts.fasta","N/A","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","0","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziS23b/gff/data/TriTrypDB-68_TcruziS23b.gff","no","TriTrypDB","0","7145","0","N/A","C:  96.2%[S:  96.2%,D:   0.0%],F:   3.1%,M:   0.8%,n:130","euglenozoa_odb10","N/A","INSDC","GCA_003594425.1","   28.13","N/A","N/A","no","Trypanosoma cruzi strain S23b","Trypanosoma cruzi","5693","strain S23b","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS23b/fasta/data/TriTrypDB-68_TcruziS23b_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS23b/fasta/data/TriTrypDB-68_TcruziS23b_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS23b/fasta/data/TriTrypDB-68_TcruziS23b_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS23b/fasta/data/TriTrypDB-68_TcruziS23b_AnnotatedTranscripts.fasta","N/A","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","0","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziS44a/gff/data/TriTrypDB-68_TcruziS44a.gff","no","TriTrypDB","0","4971","0","N/A","C:  69.2%[S:  68.5%,D:   0.8%],F:   3.8%,M:  26.9%,n:130","euglenozoa_odb10","N/A","INSDC","GCA_003594705.1","   17.19","N/A","N/A","no","Trypanosoma cruzi strain S44a","Trypanosoma cruzi","5693","strain S44a","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS44a/fasta/data/TriTrypDB-68_TcruziS44a_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS44a/fasta/data/TriTrypDB-68_TcruziS44a_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS44a/fasta/data/TriTrypDB-68_TcruziS44a_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS44a/fasta/data/TriTrypDB-68_TcruziS44a_AnnotatedTranscripts.fasta","N/A","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","0","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziS92a/gff/data/TriTrypDB-68_TcruziS92a.gff","no","TriTrypDB","0","7134","0","N/A","C:  93.1%[S:  93.1%,D:   0.0%],F:   6.9%,M:   0.0%,n:130","euglenozoa_odb10","N/A","INSDC","GCA_003594445.1","   27.08","N/A","N/A","no","Trypanosoma cruzi strain S92a","Trypanosoma cruzi","5693","strain S92a","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS92a/fasta/data/TriTrypDB-68_TcruziS92a_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS92a/fasta/data/TriTrypDB-68_TcruziS92a_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS92a/fasta/data/TriTrypDB-68_TcruziS92a_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziS92a/fasta/data/TriTrypDB-68_TcruziS92a_AnnotatedTranscripts.fasta","N/A","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","0","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziSylvioX10-1/gff/data/TriTrypDB-68_TcruziSylvioX10-1.gff","no","TriTrypDB","47","0","0","N/A","N/A","N/A","N/A","AnderssonLab","Mar 18, 2017","   41.38","AnderssonLab","Mar 18, 2017","no","Trypanosoma cruzi Sylvio X10/1","Trypanosoma cruzi","5693","Sylvio X10/1","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziSylvioX10-1/fasta/data/TriTrypDB-68_TcruziSylvioX10-1_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziSylvioX10-1/fasta/data/TriTrypDB-68_TcruziSylvioX10-1_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziSylvioX10-1/fasta/data/TriTrypDB-68_TcruziSylvioX10-1_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziSylvioX10-1/fasta/data/TriTrypDB-68_TcruziSylvioX10-1_AnnotatedTranscripts.fasta","N/A","N/A","926","20684","3019","N/A","65","18643","23365","20619","N/A","1976","N/A","N/A","19773","N/A","4"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziSylvioX10-1-2012/gff/data/TriTrypDB-68_TcruziSylvioX10-1-2012.gff","no","TriTrypDB","0","0","27019","N/A","C:  99.2%[S:  99.2%,D:   0.0%],F:   0.8%,M:   0.0%,n:130","euglenozoa_odb10","C:  94.6%[S:  94.6%,D:   0.0%],F:   3.1%,M:   2.3%,n:130","GenBank","GCA_000188675.2","   38.59","GenBank","Oct 2, 2012","no","Trypanosoma cruzi Sylvio X10/1-2012","Trypanosoma cruzi","5693","Sylvio X10/1-2012","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziSylvioX10-1-2012/fasta/data/TriTrypDB-68_TcruziSylvioX10-1-2012_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziSylvioX10-1-2012/fasta/data/TriTrypDB-68_TcruziSylvioX10-1-2012_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziSylvioX10-1-2012/fasta/data/TriTrypDB-68_TcruziSylvioX10-1-2012_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziSylvioX10-1-2012/fasta/data/TriTrypDB-68_TcruziSylvioX10-1-2012_AnnotatedTranscripts.fasta","N/A","59","1498","10876","4355","N/A","29","10847","29316","10847","N/A","29","N/A","N/A","N/A","N/A","22"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziTCC/gff/data/TriTrypDB-68_TcruziTCC.gff","no","TriTrypDB","0","0","1236","N/A","C:  99.2%[S:  16.2%,D:  83.1%],F:   0.8%,M:   0.0%,n:130","euglenozoa_odb10","C:  99.2%[S:  17.7%,D:  81.5%],F:   0.0%,M:   0.8%,n:130","GenBank","GCA_003177095.1","   87.06","GenBank","May 30, 2018","no","Trypanosoma cruzi TCC","Trypanosoma cruzi","5693","TCC","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziTCC/fasta/data/TriTrypDB-68_TcruziTCC_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziTCC/fasta/data/TriTrypDB-68_TcruziTCC_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziTCC/fasta/data/TriTrypDB-68_TcruziTCC_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziTCC/fasta/data/TriTrypDB-68_TcruziTCC_AnnotatedTranscripts.fasta","N/A","2320","2006","29302","13367","N/A","5111","24191","43047","24191","N/A","2964","N/A","N/A","N/A","N/A","6"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziY/gff/data/TriTrypDB-68_TcruziY.gff","no","TriTrypDB","0","0","9821","N/A","C:  99.2%[S:  99.2%,D:   0.0%],F:   0.8%,M:   0.0%,n:130","euglenozoa_odb10","N/A","GenBank","GCA_002749425.1","   39.04","n/a","n/a","no","Trypanosoma cruzi strain Y","Trypanosoma cruzi","5693","strain Y","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziY/fasta/data/TriTrypDB-68_TcruziY_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziY/fasta/data/TriTrypDB-68_TcruziY_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziY/fasta/data/TriTrypDB-68_TcruziY_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziY/fasta/data/TriTrypDB-68_TcruziY_AnnotatedTranscripts.fasta","N/A","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","0","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziYC6/gff/data/TriTrypDB-68_TcruziYC6.gff","no","TriTrypDB","40","0","226","Apollo","C:  98.5%[S:  97.7%,D:   0.8%],F:   0.8%,M:   0.8%,n:130","euglenozoa_odb10","C:  98.5%[S:  97.7%,D:   0.8%],F:   0.0%,M:   1.5%,n:130","GenBank","GCA_015033655.1","   47.22","TarletonLab","Aug 26, 2019","no","Trypanosoma cruzi Y C6","Trypanosoma cruzi","5693","Y C6","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziYC6/fasta/data/TriTrypDB-68_TcruziYC6_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziYC6/fasta/data/TriTrypDB-68_TcruziYC6_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziYC6/fasta/data/TriTrypDB-68_TcruziYC6_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziYC6/fasta/data/TriTrypDB-68_TcruziYC6_AnnotatedTranscripts.fasta","N/A","43","1925","17650","5498","N/A","3382","14268","37029","14268","N/A","3382","N/A","N/A","N/A","N/A","27"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziYcl2/gff/data/TriTrypDB-68_TcruziYcl2.gff","no","TriTrypDB","0","6884","0","N/A","C:  92.3%[S:  92.3%,D:   0.0%],F:   6.9%,M:   0.8%,n:130","euglenozoa_odb10","N/A","INSDC","GCA_003594485.1","   25.91","N/A","N/A","no","Trypanosoma cruzi strain Ycl2","Trypanosoma cruzi","5693","strain Ycl2","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziYcl2/fasta/data/TriTrypDB-68_TcruziYcl2_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziYcl2/fasta/data/TriTrypDB-68_TcruziYcl2_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziYcl2/fasta/data/TriTrypDB-68_TcruziYcl2_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziYcl2/fasta/data/TriTrypDB-68_TcruziYcl2_AnnotatedTranscripts.fasta","N/A","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","0","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziYcl4/gff/data/TriTrypDB-68_TcruziYcl4.gff","no","TriTrypDB","0","6664","0","N/A","C:  90.0%[S:  90.0%,D:   0.0%],F:  10.0%,M:   0.0%,n:130","euglenozoa_odb10","N/A","INSDC","GCA_003594405.1","   26.14","N/A","N/A","no","Trypanosoma cruzi strain Ycl4","Trypanosoma cruzi","5693","strain Ycl4","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziYcl4/fasta/data/TriTrypDB-68_TcruziYcl4_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziYcl4/fasta/data/TriTrypDB-68_TcruziYcl4_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziYcl4/fasta/data/TriTrypDB-68_TcruziYcl4_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziYcl4/fasta/data/TriTrypDB-68_TcruziYcl4_AnnotatedTranscripts.fasta","N/A","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","0","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruziYcl6/gff/data/TriTrypDB-68_TcruziYcl6.gff","no","TriTrypDB","0","6967","0","N/A","C:  90.8%[S:  90.8%,D:   0.0%],F:   6.2%,M:   3.1%,n:130","euglenozoa_odb10","N/A","INSDC","GCA_003594465.1","   25.78","N/A","N/A","no","Trypanosoma cruzi strain Ycl6","Trypanosoma cruzi","5693","strain Ycl6","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruziYcl6/fasta/data/TriTrypDB-68_TcruziYcl6_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziYcl6/fasta/data/TriTrypDB-68_TcruziYcl6_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziYcl6/fasta/data/TriTrypDB-68_TcruziYcl6_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruziYcl6/fasta/data/TriTrypDB-68_TcruziYcl6_AnnotatedTranscripts.fasta","N/A","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","0","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://TriTrypDB.org/common/downloads/Current_Release/TcruzimarinkelleiB7/gff/data/TriTrypDB-68_TcruzimarinkelleiB7.gff","no","TriTrypDB","0","16783","0","N/A","C:  99.2%[S:  99.2%,D:   0.0%],F:   0.8%,M:   0.0%,n:130","euglenozoa_odb10","C:  98.5%[S:  98.5%,D:   0.0%],F:   1.5%,M:   0.0%,n:130","GenBank","GCA_000300495.1","   38.65","SchnauferLab","Jun 03, 2014","no","Trypanosoma cruzi marinkellei strain B7","Trypanosoma cruzi","5693","marinkellei strain B7","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TcruzimarinkelleiB7/fasta/data/TriTrypDB-68_TcruzimarinkelleiB7_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruzimarinkelleiB7/fasta/data/TriTrypDB-68_TcruzimarinkelleiB7_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruzimarinkelleiB7/fasta/data/TriTrypDB-68_TcruzimarinkelleiB7_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TcruzimarinkelleiB7/fasta/data/TriTrypDB-68_TcruzimarinkelleiB7_AnnotatedTranscripts.fasta","N/A","55","1265","10228","4112","N/A","0","10228","28921","10228","N/A","0","N/A","N/A","N/A","N/A","20"
"http://TriTrypDB.org/common/downloads/Current_Release/TequiperdumOVI/gff/data/TriTrypDB-68_TequiperdumOVI.gff","no","TriTrypDB","0","2026","0","Apollo","C:  99.2%[S:  99.2%,D:   0.0%],F:   0.8%,M:   0.0%,n:130","euglenozoa_odb10","C:  94.6%[S:  94.6%,D:   0.0%],F:   0.0%,M:   5.4%,n:130","INSDC","GCA_001457755.2","   26.23","GenBank","Oct 05, 2016","yes","Trypanosoma equiperdum OVI","Trypanosoma equiperdum","5694","OVI","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TequiperdumOVI/fasta/data/TriTrypDB-68_TequiperdumOVI_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TequiperdumOVI/fasta/data/TriTrypDB-68_TequiperdumOVI_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TequiperdumOVI/fasta/data/TriTrypDB-68_TequiperdumOVI_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TequiperdumOVI/fasta/data/TriTrypDB-68_TequiperdumOVI_AnnotatedTranscripts.fasta","N/A","874","N/A","9135","4667","N/A","1467","7668","36325","7668","N/A","1396","N/A","N/A","N/A","N/A","N/A"
"http://TriTrypDB.org/common/downloads/Current_Release/TevansiSTIB805/gff/data/TriTrypDB-68_TevansiSTIB805.gff","no","TriTrypDB","13","0","0","Apollo","C:  99.2%[S:  99.2%,D:   0.0%],F:   0.8%,M:   0.0%,n:130","euglenozoa_odb10","C:  95.4%[S:  95.4%,D:   0.0%],F:   0.8%,M:   3.8%,n:130","GenBank","GCA_917563935.1","   25.43","SchnauferLab","Jun 03, 2014","yes","Trypanosoma evansi strain STIB 805","Trypanosoma evansi","5697","strain STIB 805","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TevansiSTIB805/fasta/data/TriTrypDB-68_TevansiSTIB805_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TevansiSTIB805/fasta/data/TriTrypDB-68_TevansiSTIB805_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TevansiSTIB805/fasta/data/TriTrypDB-68_TevansiSTIB805_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TevansiSTIB805/fasta/data/TriTrypDB-68_TevansiSTIB805_AnnotatedTranscripts.fasta","N/A","3","N/A","10104","3656","N/A","1457","8647","34216","8647","N/A","1457","N/A","N/A","3902","N/A","16"
"http://TriTrypDB.org/common/downloads/Current_Release/TgrayiANR4/gff/data/TriTrypDB-68_TgrayiANR4.gff","no","TriTrypDB","0","0","2871","Apollo","C:  96.9%[S:  96.9%,D:   0.0%],F:   3.1%,M:   0.0%,n:130","euglenozoa_odb10","C:  96.2%[S:  96.2%,D:   0.0%],F:   3.1%,M:   0.8%,n:130","GenBank","GCA_000691245.1","   20.93","GenBank","Jun 17, 2014","yes","Trypanosoma grayi ANR4","Trypanosoma grayi","71804","ANR4","N/A","http://TriTrypDB.org/common/downloads/Current_Release/TgrayiANR4/fasta/data/TriTrypDB-68_TgrayiANR4_CDs.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TgrayiANR4/fasta/data/TriTrypDB-68_TgrayiANR4_Genome.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TgrayiANR4/fasta/data/TriTrypDB-68_TgrayiANR4_AnnotatedProteins.fasta","http://TriTrypDB.org/common/downloads/Current_Release/TgrayiANR4/fasta/data/TriTrypDB-68_TgrayiANR4_AnnotatedTranscripts.fasta","N/A","1","N/A","10676","4444","N/A","91","10585","34549","10585","N/A","2","N/A","N/A","N/A","N/A","15"
